Timestamp,User,Num Followers,Hashtags,Tweet Text
2018-09-20 01:13:42,crockwave,432,[],14) What does WWG1WGA mean to you? Is the Millie Tibbets case throwing locals off the scent of trafficking children? Will HRC and Obama get the No Name treatment or the walk? Will the public ever get confirmation pizzagate is real?
2018-09-20 01:13:41,RayMichaels12,20,[],@jodierappkeeton @krassenstein @realDonaldTrump You mean like they gave Obama a chance? Hell no
2018-09-20 01:13:40,Lightningfedup,26,[],@WalshFreedom Thats because they didnt set him up waste tens of millions of our money and try to cover up all of Hilarys and Obamas crimes. Surprised u couldnt figure that out.  Btw I dont trust The DOJ where the government either
2018-09-20 01:13:40,UnkleAce,359,[],I liked a @YouTube video  Michelle Obama IS A MAN - New Proof 2018!
2018-09-20 01:13:39,PeggyGraves18,5817,[],Yes because Michelle Obama is usin E-mail to try and register Democrat voters. Im an ex Democrat now turned Republican.!! @realDonaldTrump @POTUS @akmm1292 @ArizonaKayte  @GOPLeader @GOPChairwoman @AZGOP @MarthaMcSally @LouDobbs @azteetime @HouseGOP @SenateGOP 
2018-09-20 01:13:38,Kellmz,158,[],I disagree. Obama weaponized the DOJ and the IRS. Trump hasn't done this. Obama treated America like this country was shameful and needed to be annexed into a new world order. 
2018-09-20 01:13:37,jonjcarr1,229,[],@NBCNews Definitely not his wingman like Holder said to Mr. Obama
2018-09-20 01:13:35,HondaMashborn,316,[],@costareports Why? They weren't in any hurry when Obama named Garland. They waited how long...400days?
2018-09-20 01:13:34,JeffreeRando,10816,[],"My party has lost its soul: Bill Clinton, Barack Obama and the victory of Wall Street Democrats |  - "
2018-09-20 01:13:33,quicares,1562,[],@SenatorCollins I hope you support an FBI investigation  of Kavanaugh that has a focus on sexual misconduct.  Then they both testify under oath.  Stop with arbitrary deadlines; you managed to do nothing about Obamas court nominee for A YEAR.  We deserve due diligence for a lifetime appointment.
2018-09-20 01:13:30,Zlsim1,140,"['AmericaFirst', 'MAGA']",Which of these are being investigated by the FBI for their past crimes?? Selective investigations by Obama holdovers. Clean out the obamaites! #AmericaFirst  #MAGA 
2018-09-20 01:13:28,JaeMarieC,341,[],I have a drake air freshener hanging from my rear view mirror and my grandpa goes why do you have Obama on your mirror? 
2018-09-20 01:13:23,LWHensler3,253,[],@Mike_DMcDonald @MZHemingway Senate gave their advice. Obama didn't take it. Senate wasn't required to give consent. Obama had to get it. Failed again.
2018-09-20 01:13:20,SaveTheRepubl1c,615,"['liberals', 'MAGA2020']","@realDonaldTrump You are incredibly successful! Everything is going right, except we still have lying #liberals. This would be a Utopia otherwise. More jobs, low unemployment, trade deals, high GDP, stronger military, closing our border, exposing the corrupt FBI leadership under Obama. #MAGA2020 "
2018-09-20 01:13:13,peterng54072276,0,[],Stewed Strawberries tastes better unicorn horn dust and shared with Obama
2018-09-20 01:13:13,KimWelzenbach,15679,[],"Sessions blames Obama-era DOJ for Chicago, nationwide crime spikes -  - @washtimes"
2018-09-20 01:13:13,planetmars46,3743,[],@seanhannity SESSIONS NEEDS TO GO. NOT DOING THE JOB. STONEWALLING THE AMERICAN PEOPLE. He knows we want obama &amp; Clintons heads in a basket.
2018-09-20 01:13:12,albboston,8,[],"@realDonaldTrump Donald , it is going downhill from here on , Obamas policies are over now the effects of your clusterf... begin"
2018-09-20 01:13:11,BigLeague_2016,3818,[],@cnn @msnbc @ABC @CBS @NBCNews OBAMA NEVER met with the black caucus strange you NEVER reported
2018-09-20 01:13:06,RickyRedneck2,54,[],@edwsalyers @steph93065 @ChuckGrassley By the Clinton's &amp; Obama...me too!
2018-09-20 01:13:01,rayabruzzi,485,[],"@LindseyGrahamSC And Obamas birch certificate after 45 was still something you garbage humans demanded, wasnt it??"
2018-09-20 01:13:00,Valynn286,40,[],@OutdoorNetworks @HuffPost Failed economy? So how come unemployment after the crash which brought on the Great Recession went from 9% to less than 5% under Obama? There was the housing &amp; banking crisis which he stopped. The stock market recovered.
2018-09-20 01:13:00,StarrLhasa,104,[],"@LindseyGrahamSC So, what is the rush? You kept open a Supreme Court seat for a President Obama nominee for Political Reasons only! SHAME ON GOP SENATORS!"
2018-09-20 01:12:59,DaeguDave,496,[],@AskAKorean *Former Obama officials.
2018-09-20 01:12:58,tlake24,192,[],@DaddyDaddymac No. I am married to a djt supporting. Married 18 yrs. He was not like this until Obama &amp; it just got worse with trump. We are on opposite sides on just about everything except trophy killing &amp; luring animals from dens. I would never date a trump supporter. Too much arguing.
2018-09-20 01:12:57,StevenPulcino,248,[],"@thetalljenny @tedcruz I was in Office in Washington State I was working for the Port of Seattle and I was a Democrat and a Democrat PCO, I worked hard for our Partys choices for President Carter to Obama Hillary Clinton made me a Independent when she did Sanders wrong"
2018-09-20 01:12:52,roseu4ia,122,[],Who's your favorite author?  whoever wrote the Obama fanfic on tumblr 
2018-09-20 01:12:52,StubbonBull69,12583,[],"@dropbear008 @realDonaldTrump Yes and lowlife obummer gave billions to Iran who chant death to america and spread terrorism around the world. President Trump has brought our economy back not bush or obama, so you need to get over it and accept the truth - MAGA 2018 and 2020 Go President Trump Go"
2018-09-20 01:12:52,gulzamanMana,63,[],@Newsweek trump is pershian obama waz pershian hillary russian so i think usa is 90% pershian ic everybody is helpess all ibrahim ppl almost hunted 5000 yr back nobody can guess cruption of star moon fake faces film world hunted all god ppl how star creating brain star know
2018-09-20 01:12:51,oreilly_jg,440,[],"@realAliTweets @IreneRoeder I have always wondered that but it's, I think, because of the color of your skin. Do you think our culture was ever going to let Barack Obama be white if he said he was white? Seriously?"
